Date,Store,Location,Product,Category,Units Sold,Unit Price,Total Sales
2024-11-22,Central Perk,New York,Muffin,Bakery,40,2.5,100.0
2024-11-22,Central Perk,New York,Espresso,Beverage,40,3.0,120.0
2024-11-22,Brew Haven,Los Angeles,Muffin,Bakery,62,2.5,155.0
2024-11-22,Brew Haven,Los Angeles,Muffin,Bakery,72,2.5,180.0
2024-11-22,Brew Haven,Los Angeles,Bagel,Bakery,55,2.0,110.0
2024-11-22,Brew Haven,Los Angeles,Croissant,Bakery,54,3.0,162.0
2024-11-22,Brew Haven,Los Angeles,Muffin,Bakery,35,2.5,87.5
2024-11-22,Brew Haven,Los Angeles,Muffin,Bakery,68,2.5,170.0
2024-11-22,Brew Haven,Los Angeles,Croissant,Bakery,93,3.0,279.0
2024-11-22,Brew Haven,Los Angeles,Bagel,Bakery,80,2.0,160.0
2024-11-22,Daily Grind,Chicago,Muffin,Bakery,66,2.5,165.0
2024-11-22,Daily Grind,Chicago,Espresso,Beverage,22,3.0,66.0
2024-11-22,Daily Grind,Chicago,Bagel,Bakery,40,2.0,80.0
2024-11-22,Daily Grind,Chicago,Espresso,Beverage,19,3.0,57.0
2024-11-22,Daily Grind,Chicago,Latte,Beverage,79,4.5,355.5
2024-11-22,Daily Grind,Chicago,Bagel,Bakery,45,2.0,90.0
2024-11-22,Daily Grind,Chicago,Muffin,Bakery,17,2.5,42.5
2024-11-22,Mocha Magic,San Francisco,Muffin,Bakery,31,2.5,77.5
2024-11-22,Mocha Magic,San Francisco,Bagel,Bakery,34,2.0,68.0
2024-11-22,Mocha Magic,San Francisco,Espresso,Beverage,50,3.0,150.0
2024-11-22,Mocha Magic,San Francisco,Espresso,Beverage,75,3.0,225.0
2024-11-22,Mocha Magic,San Francisco,Bagel,Bakery,10,2.0,20.0
2024-11-22,Mocha Magic,San Francisco,Croissant,Bakery,74,3.0,222.0
2024-11-22,Mocha Magic,San Francisco,Muffin,Bakery,47,2.5,117.5
2024-11-22,Mocha Magic,San Francisco,Espresso,Beverage,81,3.0,243.0
2024-11-22,Mocha Magic,San Francisco,Espresso,Beverage,30,3.0,90.0
2024-11-22,Mocha Magic,San Francisco,Espresso,Beverage,41,3.0,123.0
2024-11-23,Central Perk,New York,Croissant,Bakery,94,3.0,282.0
2024-11-23,Central Perk,New York,Espresso,Beverage,13,3.0,39.0
2024-11-23,Central Perk,New York,Espresso,Beverage,44,3.0,132.0
2024-11-23,Central Perk,New York,Bagel,Bakery,79,2.0,158.0
2024-11-23,Central Perk,New York,Latte,Beverage,67,4.5,301.5
2024-11-23,Brew Haven,Los Angeles,Croissant,Bakery,76,3.0,228.0
2024-11-23,Brew Haven,Los Angeles,Cold Brew,Beverage,85,4.0,340.0
2024-11-23,Brew Haven,Los Angeles,Espresso,Beverage,83,3.0,249.0
2024-11-23,Brew Haven,Los Angeles,Muffin,Bakery,18,2.5,45.0
2024-11-23,Brew Haven,Los Angeles,Croissant,Bakery,93,3.0,279.0
2024-11-23,Daily Grind,Chicago,Latte,Beverage,67,4.5,301.5
2024-11-23,Daily Grind,Chicago,Cold Brew,Beverage,15,4.0,60.0
2024-11-23,Daily Grind,Chicago,Muffin,Bakery,43,2.5,107.5
2024-11-23,Daily Grind,Chicago,Bagel,Bakery,100,2.0,200.0
2024-11-23,Daily Grind,Chicago,Croissant,Bakery,39,3.0,117.0
2024-11-23,Daily Grind,Chicago,Bagel,Bakery,92,2.0,184.0
2024-11-23,Daily Grind,Chicago,Muffin,Bakery,92,2.5,230.0
2024-11-23,Daily Grind,Chicago,Bagel,Bakery,88,2.0,176.0
2024-11-23,Daily Grind,Chicago,Muffin,Bakery,39,2.5,97.5
2024-11-23,Daily Grind,Chicago,Espresso,Beverage,87,3.0,261.0
2024-11-23,Mocha Magic,San Francisco,Latte,Beverage,29,4.5,130.5
2024-11-23,Mocha Magic,San Francisco,Bagel,Bakery,46,2.0,92.0
2024-11-23,Mocha Magic,San Francisco,Bagel,Bakery,13,2.0,26.0
2024-11-23,Mocha Magic,San Francisco,Muffin,Bakery,62,2.5,155.0
2024-11-23,Mocha Magic,San Francisco,Croissant,Bakery,28,3.0,84.0
2024-11-23,Mocha Magic,San Francisco,Latte,Beverage,83,4.5,373.5
2024-11-23,Mocha Magic,San Francisco,Croissant,Bakery,69,3.0,207.0
2024-11-23,Mocha Magic,San Francisco,Muffin,Bakery,12,2.5,30.0
2024-11-24,Central Perk,New York,Bagel,Bakery,99,2.0,198.0
2024-11-24,Central Perk,New York,Latte,Beverage,88,4.5,396.0
2024-11-24,Central Perk,New York,Cold Brew,Beverage,48,4.0,192.0
2024-11-24,Central Perk,New York,Muffin,Bakery,52,2.5,130.0
2024-11-24,Central Perk,New York,Latte,Beverage,23,4.5,103.5
2024-11-24,Brew Haven,Los Angeles,Cold Brew,Beverage,65,4.0,260.0
2024-11-24,Brew Haven,Los Angeles,Espresso,Beverage,89,3.0,267.0
2024-11-24,Brew Haven,Los Angeles,Latte,Beverage,86,4.5,387.0
2024-11-24,Brew Haven,Los Angeles,Espresso,Beverage,24,3.0,72.0
2024-11-24,Brew Haven,Los Angeles,Croissant,Bakery,53,3.0,159.0
2024-11-24,Daily Grind,Chicago,Cold Brew,Beverage,40,4.0,160.0
2024-11-24,Daily Grind,Chicago,Cold Brew,Beverage,24,4.0,96.0
2024-11-24,Daily Grind,Chicago,Cold Brew,Beverage,17,4.0,68.0
2024-11-24,Daily Grind,Chicago,Croissant,Bakery,49,3.0,147.0
2024-11-24,Daily Grind,Chicago,Muffin,Bakery,90,2.5,225.0
2024-11-24,Daily Grind,Chicago,Bagel,Bakery,34,2.0,68.0
2024-11-24,Daily Grind,Chicago,Croissant,Bakery,75,3.0,225.0
2024-11-24,Daily Grind,Chicago,Espresso,Beverage,100,3.0,300.0
2024-11-24,Daily Grind,Chicago,Croissant,Bakery,15,3.0,45.0
2024-11-24,Mocha Magic,San Francisco,Cold Brew,Beverage,31,4.0,124.0
2024-11-24,Mocha Magic,San Francisco,Croissant,Bakery,73,3.0,219.0
2024-11-24,Mocha Magic,San Francisco,Espresso,Beverage,51,3.0,153.0
2024-11-24,Mocha Magic,San Francisco,Espresso,Beverage,96,3.0,288.0
2024-11-24,Mocha Magic,San Francisco,Espresso,Beverage,71,3.0,213.0
2024-11-24,Mocha Magic,San Francisco,Cold Brew,Beverage,66,4.0,264.0
2024-11-24,Mocha Magic,San Francisco,Cold Brew,Beverage,92,4.0,368.0
2024-11-24,Mocha Magic,San Francisco,Latte,Beverage,63,4.5,283.5
2024-11-24,Mocha Magic,San Francisco,Espresso,Beverage,68,3.0,204.0
2024-11-25,Central Perk,New York,Croissant,Bakery,10,3.0,30.0
2024-11-25,Central Perk,New York,Cold Brew,Beverage,11,4.0,44.0
2024-11-25,Central Perk,New York,Latte,Beverage,76,4.5,342.0
2024-11-25,Central Perk,New York,Bagel,Bakery,24,2.0,48.0
2024-11-25,Central Perk,New York,Cold Brew,Beverage,39,4.0,156.0
2024-11-25,Central Perk,New York,Muffin,Bakery,75,2.5,187.5
2024-11-25,Brew Haven,Los Angeles,Latte,Beverage,60,4.5,270.0
2024-11-25,Brew Haven,Los Angeles,Croissant,Bakery,98,3.0,294.0
2024-11-25,Brew Haven,Los Angeles,Espresso,Beverage,100,3.0,300.0
2024-11-25,Brew Haven,Los Angeles,Bagel,Bakery,51,2.0,102.0
2024-11-25,Brew Haven,Los Angeles,Croissant,Bakery,58,3.0,174.0
2024-11-25,Brew Haven,Los Angeles,Croissant,Bakery,92,3.0,276.0
2024-11-25,Brew Haven,Los Angeles,Muffin,Bakery,62,2.5,155.0
2024-11-25,Brew Haven,Los Angeles,Muffin,Bakery,43,2.5,107.5
2024-11-25,Daily Grind,Chicago,Muffin,Bakery,64,2.5,160.0
2024-11-25,Daily Grind,Chicago,Muffin,Bakery,53,2.5,132.5
2024-11-25,Daily Grind,Chicago,Latte,Beverage,46,4.5,207.0
2024-11-25,Daily Grind,Chicago,Muffin,Bakery,51,2.5,127.5
2024-11-25,Daily Grind,Chicago,Croissant,Bakery,53,3.0,159.0
2024-11-25,Mocha Magic,San Francisco,Espresso,Beverage,18,3.0,54.0
2024-11-25,Mocha Magic,San Francisco,Bagel,Bakery,26,2.0,52.0
2024-11-25,Mocha Magic,San Francisco,Espresso,Beverage,40,3.0,120.0
2024-11-25,Mocha Magic,San Francisco,Cold Brew,Beverage,90,4.0,360.0
2024-11-25,Mocha Magic,San Francisco,Croissant,Bakery,92,3.0,276.0
2024-11-25,Mocha Magic,San Francisco,Espresso,Beverage,75,3.0,225.0
2024-11-25,Mocha Magic,San Francisco,Espresso,Beverage,75,3.0,225.0
2024-11-25,Mocha Magic,San Francisco,Espresso,Beverage,58,3.0,174.0
2024-11-25,Mocha Magic,San Francisco,Cold Brew,Beverage,59,4.0,236.0
2024-11-26,Central Perk,New York,Bagel,Bakery,32,2.0,64.0
2024-11-26,Central Perk,New York,Espresso,Beverage,84,3.0,252.0
2024-11-26,Central Perk,New York,Espresso,Beverage,69,3.0,207.0
2024-11-26,Central Perk,New York,Croissant,Bakery,96,3.0,288.0
2024-11-26,Central Perk,New York,Bagel,Bakery,14,2.0,28.0
2024-11-26,Central Perk,New York,Espresso,Beverage,30,3.0,90.0
2024-11-26,Central Perk,New York,Muffin,Bakery,43,2.5,107.5
2024-11-26,Central Perk,New York,Espresso,Beverage,51,3.0,153.0
2024-11-26,Central Perk,New York,Bagel,Bakery,80,2.0,160.0
2024-11-26,Brew Haven,Los Angeles,Muffin,Bakery,81,2.5,202.5
2024-11-26,Brew Haven,Los Angeles,Muffin,Bakery,36,2.5,90.0
2024-11-26,Brew Haven,Los Angeles,Muffin,Bakery,44,2.5,110.0
2024-11-26,Brew Haven,Los Angeles,Muffin,Bakery,35,2.5,87.5
2024-11-26,Brew Haven,Los Angeles,Espresso,Beverage,89,3.0,267.0
2024-11-26,Brew Haven,Los Angeles,Latte,Beverage,85,4.5,382.5
2024-11-26,Brew Haven,Los Angeles,Croissant,Bakery,69,3.0,207.0
2024-11-26,Daily Grind,Chicago,Espresso,Beverage,39,3.0,117.0
2024-11-26,Daily Grind,Chicago,Latte,Beverage,15,4.5,67.5
2024-11-26,Daily Grind,Chicago,Cold Brew,Beverage,62,4.0,248.0
2024-11-26,Daily Grind,Chicago,Croissant,Bakery,10,3.0,30.0
2024-11-26,Daily Grind,Chicago,Muffin,Bakery,63,2.5,157.5
2024-11-26,Mocha Magic,San Francisco,Bagel,Bakery,43,2.0,86.0
2024-11-26,Mocha Magic,San Francisco,Croissant,Bakery,64,3.0,192.0
2024-11-26,Mocha Magic,San Francisco,Espresso,Beverage,30,3.0,90.0
2024-11-26,Mocha Magic,San Francisco,Latte,Beverage,80,4.5,360.0
2024-11-26,Mocha Magic,San Francisco,Muffin,Bakery,52,2.5,130.0
2024-11-26,Mocha Magic,San Francisco,Latte,Beverage,45,4.5,202.5
2024-11-27,Central Perk,New York,Croissant,Bakery,18,3.0,54.0
2024-11-27,Central Perk,New York,Espresso,Beverage,45,3.0,135.0
2024-11-27,Central Perk,New York,Cold Brew,Beverage,77,4.0,308.0
2024-11-27,Central Perk,New York,Espresso,Beverage,87,3.0,261.0
2024-11-27,Central Perk,New York,Muffin,Bakery,84,2.5,210.0
2024-11-27,Brew Haven,Los Angeles,Croissant,Bakery,44,3.0,132.0
2024-11-27,Brew Haven,Los Angeles,Cold Brew,Beverage,69,4.0,276.0
2024-11-27,Brew Haven,Los Angeles,Muffin,Bakery,76,2.5,190.0
2024-11-27,Brew Haven,Los Angeles,Latte,Beverage,100,4.5,450.0
2024-11-27,Brew Haven,Los Angeles,Espresso,Beverage,52,3.0,156.0
2024-11-27,Brew Haven,Los Angeles,Espresso,Beverage,81,3.0,243.0
2024-11-27,Brew Haven,Los Angeles,Muffin,Bakery,14,2.5,35.0
2024-11-27,Brew Haven,Los Angeles,Croissant,Bakery,80,3.0,240.0
2024-11-27,Brew Haven,Los Angeles,Croissant,Bakery,84,3.0,252.0
2024-11-27,Daily Grind,Chicago,Espresso,Beverage,21,3.0,63.0
2024-11-27,Daily Grind,Chicago,Bagel,Bakery,74,2.0,148.0
2024-11-27,Daily Grind,Chicago,Croissant,Bakery,43,3.0,129.0
2024-11-27,Daily Grind,Chicago,Espresso,Beverage,47,3.0,141.0
2024-11-27,Daily Grind,Chicago,Bagel,Bakery,83,2.0,166.0
2024-11-27,Daily Grind,Chicago,Bagel,Bakery,77,2.0,154.0
2024-11-27,Daily Grind,Chicago,Muffin,Bakery,24,2.5,60.0
2024-11-27,Daily Grind,Chicago,Croissant,Bakery,93,3.0,279.0
2024-11-27,Daily Grind,Chicago,Muffin,Bakery,15,2.5,37.5
2024-11-27,Mocha Magic,San Francisco,Espresso,Beverage,85,3.0,255.0
2024-11-27,Mocha Magic,San Francisco,Croissant,Bakery,35,3.0,105.0
2024-11-27,Mocha Magic,San Francisco,Espresso,Beverage,43,3.0,129.0
2024-11-27,Mocha Magic,San Francisco,Cold Brew,Beverage,20,4.0,80.0
2024-11-27,Mocha Magic,San Francisco,Espresso,Beverage,47,3.0,141.0
2024-11-27,Mocha Magic,San Francisco,Cold Brew,Beverage,84,4.0,336.0
2024-11-27,Mocha Magic,San Francisco,Cold Brew,Beverage,88,4.0,352.0
2024-11-27,Mocha Magic,San Francisco,Cold Brew,Beverage,32,4.0,128.0
2024-11-27,Mocha Magic,San Francisco,Latte,Beverage,83,4.5,373.5
2024-11-27,Mocha Magic,San Francisco,Croissant,Bakery,49,3.0,147.0
2024-11-28,Central Perk,New York,Bagel,Bakery,53,2.0,106.0
2024-11-28,Central Perk,New York,Cold Brew,Beverage,52,4.0,208.0
2024-11-28,Central Perk,New York,Muffin,Bakery,56,2.5,140.0
2024-11-28,Central Perk,New York,Muffin,Bakery,79,2.5,197.5
2024-11-28,Central Perk,New York,Bagel,Bakery,24,2.0,48.0
2024-11-28,Central Perk,New York,Croissant,Bakery,22,3.0,66.0
2024-11-28,Central Perk,New York,Cold Brew,Beverage,25,4.0,100.0
2024-11-28,Central Perk,New York,Latte,Beverage,69,4.5,310.5
2024-11-28,Central Perk,New York,Croissant,Bakery,86,3.0,258.0
2024-11-28,Central Perk,New York,Bagel,Bakery,71,2.0,142.0
2024-11-28,Brew Haven,Los Angeles,Espresso,Beverage,37,3.0,111.0
2024-11-28,Brew Haven,Los Angeles,Croissant,Bakery,28,3.0,84.0
2024-11-28,Brew Haven,Los Angeles,Espresso,Beverage,21,3.0,63.0
2024-11-28,Brew Haven,Los Angeles,Espresso,Beverage,69,3.0,207.0
2024-11-28,Brew Haven,Los Angeles,Croissant,Bakery,83,3.0,249.0
2024-11-28,Daily Grind,Chicago,Croissant,Bakery,100,3.0,300.0
2024-11-28,Daily Grind,Chicago,Croissant,Bakery,89,3.0,267.0
2024-11-28,Daily Grind,Chicago,Croissant,Bakery,85,3.0,255.0
2024-11-28,Daily Grind,Chicago,Croissant,Bakery,45,3.0,135.0
2024-11-28,Daily Grind,Chicago,Muffin,Bakery,51,2.5,127.5
2024-11-28,Daily Grind,Chicago,Croissant,Bakery,39,3.0,117.0
2024-11-28,Mocha Magic,San Francisco,Bagel,Bakery,80,2.0,160.0
2024-11-28,Mocha Magic,San Francisco,Croissant,Bakery,40,3.0,120.0
2024-11-28,Mocha Magic,San Francisco,Muffin,Bakery,19,2.5,47.5
2024-11-28,Mocha Magic,San Francisco,Cold Brew,Beverage,46,4.0,184.0
2024-11-28,Mocha Magic,San Francisco,Croissant,Bakery,100,3.0,300.0
2024-11-28,Mocha Magic,San Francisco,Espresso,Beverage,77,3.0,231.0
2024-11-28,Mocha Magic,San Francisco,Muffin,Bakery,90,2.5,225.0
2024-11-28,Mocha Magic,San Francisco,Espresso,Beverage,76,3.0,228.0
2024-11-29,Central Perk,New York,Cold Brew,Beverage,50,4.0,200.0
2024-11-29,Central Perk,New York,Cold Brew,Beverage,32,4.0,128.0
2024-11-29,Central Perk,New York,Cold Brew,Beverage,43,4.0,172.0
2024-11-29,Central Perk,New York,Latte,Beverage,100,4.5,450.0
2024-11-29,Central Perk,New York,Latte,Beverage,74,4.5,333.0
2024-11-29,Central Perk,New York,Croissant,Bakery,69,3.0,207.0
2024-11-29,Central Perk,New York,Espresso,Beverage,56,3.0,168.0
2024-11-29,Central Perk,New York,Bagel,Bakery,20,2.0,40.0
2024-11-29,Central Perk,New York,Cold Brew,Beverage,35,4.0,140.0
2024-11-29,Brew Haven,Los Angeles,Latte,Beverage,70,4.5,315.0
2024-11-29,Brew Haven,Los Angeles,Espresso,Beverage,38,3.0,114.0
2024-11-29,Brew Haven,Los Angeles,Latte,Beverage,61,4.5,274.5
2024-11-29,Brew Haven,Los Angeles,Croissant,Bakery,43,3.0,129.0
2024-11-29,Brew Haven,Los Angeles,Muffin,Bakery,89,2.5,222.5
2024-11-29,Brew Haven,Los Angeles,Latte,Beverage,37,4.5,166.5
2024-11-29,Brew Haven,Los Angeles,Latte,Beverage,52,4.5,234.0
2024-11-29,Brew Haven,Los Angeles,Muffin,Bakery,27,2.5,67.5
2024-11-29,Brew Haven,Los Angeles,Muffin,Bakery,23,2.5,57.5
2024-11-29,Brew Haven,Los Angeles,Cold Brew,Beverage,67,4.0,268.0
2024-11-29,Daily Grind,Chicago,Latte,Beverage,42,4.5,189.0
2024-11-29,Daily Grind,Chicago,Croissant,Bakery,78,3.0,234.0
2024-11-29,Daily Grind,Chicago,Cold Brew,Beverage,34,4.0,136.0
2024-11-29,Daily Grind,Chicago,Croissant,Bakery,46,3.0,138.0
2024-11-29,Daily Grind,Chicago,Espresso,Beverage,54,3.0,162.0
2024-11-29,Daily Grind,Chicago,Bagel,Bakery,91,2.0,182.0
2024-11-29,Daily Grind,Chicago,Bagel,Bakery,19,2.0,38.0
2024-11-29,Daily Grind,Chicago,Muffin,Bakery,53,2.5,132.5
2024-11-29,Daily Grind,Chicago,Croissant,Bakery,75,3.0,225.0
2024-11-29,Mocha Magic,San Francisco,Espresso,Beverage,36,3.0,108.0
2024-11-29,Mocha Magic,San Francisco,Espresso,Beverage,56,3.0,168.0
2024-11-29,Mocha Magic,San Francisco,Latte,Beverage,82,4.5,369.0
2024-11-29,Mocha Magic,San Francisco,Muffin,Bakery,81,2.5,202.5
2024-11-29,Mocha Magic,San Francisco,Latte,Beverage,61,4.5,274.5
2024-11-29,Mocha Magic,San Francisco,Espresso,Beverage,65,3.0,195.0
2024-11-30,Central Perk,New York,Espresso,Beverage,91,3.0,273.0
2024-11-30,Central Perk,New York,Espresso,Beverage,47,3.0,141.0
2024-11-30,Central Perk,New York,Espresso,Beverage,38,3.0,114.0
2024-11-30,Central Perk,New York,Cold Brew,Beverage,24,4.0,96.0
2024-11-30,Central Perk,New York,Bagel,Bakery,13,2.0,26.0
2024-11-30,Central Perk,New York,Espresso,Beverage,100,3.0,300.0
2024-11-30,Central Perk,New York,Cold Brew,Beverage,52,4.0,208.0
2024-11-30,Central Perk,New York,Croissant,Bakery,12,3.0,36.0
2024-11-30,Central Perk,New York,Croissant,Bakery,16,3.0,48.0
2024-11-30,Central Perk,New York,Latte,Beverage,30,4.5,135.0
2024-11-30,Brew Haven,Los Angeles,Espresso,Beverage,67,3.0,201.0
2024-11-30,Brew Haven,Los Angeles,Cold Brew,Beverage,73,4.0,292.0
2024-11-30,Brew Haven,Los Angeles,Espresso,Beverage,11,3.0,33.0
2024-11-30,Brew Haven,Los Angeles,Croissant,Bakery,26,3.0,78.0
2024-11-30,Brew Haven,Los Angeles,Latte,Beverage,50,4.5,225.0
2024-11-30,Brew Haven,Los Angeles,Muffin,Bakery,71,2.5,177.5
2024-11-30,Brew Haven,Los Angeles,Muffin,Bakery,64,2.5,160.0
2024-11-30,Brew Haven,Los Angeles,Muffin,Bakery,89,2.5,222.5
2024-11-30,Daily Grind,Chicago,Cold Brew,Beverage,24,4.0,96.0
2024-11-30,Daily Grind,Chicago,Muffin,Bakery,74,2.5,185.0
2024-11-30,Daily Grind,Chicago,Cold Brew,Beverage,10,4.0,40.0
2024-11-30,Daily Grind,Chicago,Bagel,Bakery,27,2.0,54.0
2024-11-30,Daily Grind,Chicago,Bagel,Bakery,34,2.0,68.0
2024-11-30,Daily Grind,Chicago,Latte,Beverage,11,4.5,49.5
2024-11-30,Daily Grind,Chicago,Latte,Beverage,60,4.5,270.0
2024-11-30,Daily Grind,Chicago,Bagel,Bakery,98,2.0,196.0
2024-11-30,Daily Grind,Chicago,Cold Brew,Beverage,91,4.0,364.0
2024-11-30,Daily Grind,Chicago,Muffin,Bakery,48,2.5,120.0
2024-11-30,Mocha Magic,San Francisco,Espresso,Beverage,75,3.0,225.0
2024-11-30,Mocha Magic,San Francisco,Cold Brew,Beverage,77,4.0,308.0
2024-11-30,Mocha Magic,San Francisco,Espresso,Beverage,52,3.0,156.0
2024-11-30,Mocha Magic,San Francisco,Espresso,Beverage,88,3.0,264.0
2024-11-30,Mocha Magic,San Francisco,Bagel,Bakery,50,2.0,100.0
2024-12-01,Central Perk,New York,Muffin,Bakery,46,2.5,115.0
2024-12-01,Central Perk,New York,Cold Brew,Beverage,65,4.0,260.0
2024-12-01,Central Perk,New York,Cold Brew,Beverage,50,4.0,200.0
2024-12-01,Central Perk,New York,Muffin,Bakery,100,2.5,250.0
2024-12-01,Central Perk,New York,Croissant,Bakery,98,3.0,294.0
2024-12-01,Central Perk,New York,Cold Brew,Beverage,55,4.0,220.0
2024-12-01,Brew Haven,Los Angeles,Cold Brew,Beverage,33,4.0,132.0
2024-12-01,Brew Haven,Los Angeles,Bagel,Bakery,21,2.0,42.0
2024-12-01,Brew Haven,Los Angeles,Latte,Beverage,76,4.5,342.0
2024-12-01,Brew Haven,Los Angeles,Muffin,Bakery,78,2.5,195.0
2024-12-01,Brew Haven,Los Angeles,Croissant,Bakery,91,3.0,273.0
2024-12-01,Daily Grind,Chicago,Croissant,Bakery,41,3.0,123.0
2024-12-01,Daily Grind,Chicago,Espresso,Beverage,47,3.0,141.0
2024-12-01,Daily Grind,Chicago,Latte,Beverage,40,4.5,180.0
2024-12-01,Daily Grind,Chicago,Espresso,Beverage,77,3.0,231.0
2024-12-01,Daily Grind,Chicago,Espresso,Beverage,97,3.0,291.0
2024-12-01,Mocha Magic,San Francisco,Bagel,Bakery,51,2.0,102.0
2024-12-01,Mocha Magic,San Francisco,Muffin,Bakery,24,2.5,60.0
2024-12-01,Mocha Magic,San Francisco,Latte,Beverage,45,4.5,202.5
2024-12-01,Mocha Magic,San Francisco,Cold Brew,Beverage,13,4.0,52.0
2024-12-01,Mocha Magic,San Francisco,Latte,Beverage,83,4.5,373.5
2024-12-01,Mocha Magic,San Francisco,Espresso,Beverage,96,3.0,288.0
2024-12-01,Mocha Magic,San Francisco,Cold Brew,Beverage,87,4.0,348.0
2024-12-01,Mocha Magic,San Francisco,Espresso,Beverage,68,3.0,204.0
2024-12-02,Central Perk,New York,Latte,Beverage,76,4.5,342.0
2024-12-02,Central Perk,New York,Muffin,Bakery,31,2.5,77.5
2024-12-02,Central Perk,New York,Croissant,Bakery,96,3.0,288.0
2024-12-02,Central Perk,New York,Espresso,Beverage,10,3.0,30.0
2024-12-02,Central Perk,New York,Cold Brew,Beverage,43,4.0,172.0
2024-12-02,Central Perk,New York,Latte,Beverage,63,4.5,283.5
2024-12-02,Central Perk,New York,Muffin,Bakery,72,2.5,180.0
2024-12-02,Central Perk,New York,Muffin,Bakery,44,2.5,110.0
2024-12-02,Central Perk,New York,Latte,Beverage,100,4.5,450.0
2024-12-02,Brew Haven,Los Angeles,Cold Brew,Beverage,97,4.0,388.0
2024-12-02,Brew Haven,Los Angeles,Bagel,Bakery,97,2.0,194.0
2024-12-02,Brew Haven,Los Angeles,Croissant,Bakery,93,3.0,279.0
2024-12-02,Brew Haven,Los Angeles,Muffin,Bakery,18,2.5,45.0
2024-12-02,Brew Haven,Los Angeles,Espresso,Beverage,40,3.0,120.0
2024-12-02,Brew Haven,Los Angeles,Cold Brew,Beverage,54,4.0,216.0
2024-12-02,Brew Haven,Los Angeles,Croissant,Bakery,38,3.0,114.0
2024-12-02,Brew Haven,Los Angeles,Cold Brew,Beverage,27,4.0,108.0
2024-12-02,Brew Haven,Los Angeles,Bagel,Bakery,12,2.0,24.0
2024-12-02,Daily Grind,Chicago,Cold Brew,Beverage,31,4.0,124.0
2024-12-02,Daily Grind,Chicago,Cold Brew,Beverage,52,4.0,208.0
2024-12-02,Daily Grind,Chicago,Croissant,Bakery,18,3.0,54.0
2024-12-02,Daily Grind,Chicago,Bagel,Bakery,93,2.0,186.0
2024-12-02,Daily Grind,Chicago,Muffin,Bakery,35,2.5,87.5
2024-12-02,Daily Grind,Chicago,Espresso,Beverage,17,3.0,51.0
2024-12-02,Daily Grind,Chicago,Bagel,Bakery,90,2.0,180.0
2024-12-02,Daily Grind,Chicago,Cold Brew,Beverage,82,4.0,328.0
2024-12-02,Mocha Magic,San Francisco,Croissant,Bakery,92,3.0,276.0
2024-12-02,Mocha Magic,San Francisco,Muffin,Bakery,58,2.5,145.0
2024-12-02,Mocha Magic,San Francisco,Bagel,Bakery,29,2.0,58.0
2024-12-02,Mocha Magic,San Francisco,Cold Brew,Beverage,33,4.0,132.0
2024-12-02,Mocha Magic,San Francisco,Croissant,Bakery,53,3.0,159.0
2024-12-02,Mocha Magic,San Francisco,Espresso,Beverage,98,3.0,294.0
2024-12-03,Central Perk,New York,Latte,Beverage,55,4.5,247.5
2024-12-03,Central Perk,New York,Croissant,Bakery,48,3.0,144.0
2024-12-03,Central Perk,New York,Bagel,Bakery,25,2.0,50.0
2024-12-03,Central Perk,New York,Croissant,Bakery,22,3.0,66.0
2024-12-03,Central Perk,New York,Cold Brew,Beverage,80,4.0,320.0
2024-12-03,Central Perk,New York,Bagel,Bakery,20,2.0,40.0
2024-12-03,Central Perk,New York,Cold Brew,Beverage,62,4.0,248.0
2024-12-03,Central Perk,New York,Cold Brew,Beverage,33,4.0,132.0
2024-12-03,Central Perk,New York,Latte,Beverage,55,4.5,247.5
2024-12-03,Brew Haven,Los Angeles,Espresso,Beverage,91,3.0,273.0
2024-12-03,Brew Haven,Los Angeles,Espresso,Beverage,50,3.0,150.0
2024-12-03,Brew Haven,Los Angeles,Bagel,Bakery,64,2.0,128.0
2024-12-03,Brew Haven,Los Angeles,Latte,Beverage,40,4.5,180.0
2024-12-03,Brew Haven,Los Angeles,Espresso,Beverage,94,3.0,282.0
2024-12-03,Brew Haven,Los Angeles,Croissant,Bakery,42,3.0,126.0
2024-12-03,Brew Haven,Los Angeles,Muffin,Bakery,81,2.5,202.5
2024-12-03,Brew Haven,Los Angeles,Bagel,Bakery,12,2.0,24.0
2024-12-03,Brew Haven,Los Angeles,Latte,Beverage,74,4.5,333.0
2024-12-03,Daily Grind,Chicago,Croissant,Bakery,77,3.0,231.0
2024-12-03,Daily Grind,Chicago,Espresso,Beverage,15,3.0,45.0
2024-12-03,Daily Grind,Chicago,Cold Brew,Beverage,42,4.0,168.0
2024-12-03,Daily Grind,Chicago,Bagel,Bakery,45,2.0,90.0
2024-12-03,Daily Grind,Chicago,Bagel,Bakery,49,2.0,98.0
2024-12-03,Daily Grind,Chicago,Muffin,Bakery,54,2.5,135.0
2024-12-03,Mocha Magic,San Francisco,Espresso,Beverage,89,3.0,267.0
2024-12-03,Mocha Magic,San Francisco,Espresso,Beverage,87,3.0,261.0
2024-12-03,Mocha Magic,San Francisco,Espresso,Beverage,52,3.0,156.0
2024-12-03,Mocha Magic,San Francisco,Muffin,Bakery,18,2.5,45.0
2024-12-03,Mocha Magic,San Francisco,Cold Brew,Beverage,42,4.0,168.0
2024-12-03,Mocha Magic,San Francisco,Latte,Beverage,30,4.5,135.0
